held_out_university,target_kind,pctl,model,frac,aug_rows,n,n_pos,base_rate,prec_top5,prec_top10,recall_top10,lift_top5,lift_top10,capture_top10,pr_auc,roc_auc,brier,layer,target,n_train,train_base_rate,lift_top10_ci_lo,lift_top10_ci_hi
3,severity_labour,75,logreg,0.1,12135,86098,2257,0.026214313921345444,0.2857142857142857,0.18629500580720093,0.7106778910057598,10.899170833597063,7.10661382808524,0.7106778910057598,0.3028755413588455,0.9096517070729968,0.04523680443066877,M1,severity_labour,419104,0.07629609834313202,6.598838497853253,7.444355141991821
3,severity_labour,75,logreg,0.2,20203,86098,2270,0.026365304652837464,0.28524970963995355,0.18641114982578397,0.7070484581497798,10.819131938581815,7.070320342599272,0.7070484581497798,0.3033447954899532,0.9096021689261355,0.045105625629934296,M1,severity_labour,427172,0.07509387319393593,6.595404157995025,7.437577161114793
3,occurrence,75,gbdt,0.0,0,86098,13413,0.15578759088480568,0.9282229965156794,0.8056910569105691,0.5171848206963394,5.958260162082082,5.171728071116542,0.5171848206963394,0.7394430031751817,0.9088792109369808,0.07959439244176625,M1,occurrence,406969,0.3305853762817315,4.891630478904176,5.429195285229065
3,occurrence,75,gbdt,0.05,6385,86098,13413,0.15578759088480568,0.9261324041811847,0.8069686411149826,0.5180049205994185,5.944840657212529,5.179928879647936,0.5180049205994185,0.7437468149706394,0.9122879600536619,0.07571492912839861,M1,occurrence,413354,0.3267102773893563,4.9062294484451145,5.453300876213595
3,occurrence,75,gbdt,0.1,12135,86098,13413,0.15578759088480568,0.9259001161440186,0.8029036004645761,0.515395511816894,5.943349601115911,5.1538353979571365,0.515395511816894,0.7392231118356102,0.9105589871652597,0.07503461945017201,M1,occurrence,419104,0.3230224478888295,4.875421496917502,5.412476103683707
3,occurrence,75,gbdt,0.2,20203,86098,13413,0.15578759088480568,0.9252032520325203,0.7979094076655052,0.5121896667412212,5.93887643282606,5.121777691879868,0.5121896667412212,0.738339889663468,0.9106888552496823,0.07446019889083115,M1,occurrence,427172,0.31786025301283793,4.858741766835743,5.394088941512914
3,occurrence,75,logreg,0.0,0,86098,13413,0.15578759088480568,0.9328687572590012,0.8138211382113821,0.5224036382613882,5.9880812840144255,5.223915034498142,0.5224036382613882,0.7497657567479361,0.9158727747064526,0.08514425184601085,M1,occurrence,406969,0.3305853762817315,4.918820794583301,5.483935986423858
3,occurrence,75,logreg,0.05,6385,86098,13413,0.15578759088480568,0.932404181184669,0.8144018583042973,0.522776410944606,5.985099171821191,5.227642674739685,0.522776410944606,0.7504830796968022,0.9160695203181012,0.08376369138858844,M1,occurrence,413354,0.3267102773893563,4.9248377189283525,5.495711415062244
3,occurrence,75,logreg,0.1,12135,86098,13413,0.15578759088480568,0.9331010452961672,0.8154471544715447,0.523447401774398,5.989572340111042,5.234352427174462,0.523447401774398,0.7507801952005642,0.916199699708871,0.08273155443734558,M1,occurrence,419104,0.3230224478888295,4.9331389525273455,5.5011599750980675
3,occurrence,75,logreg,0.2,20203,86098,13413,0.15578759088480568,0.9340301974448316,0.8163763066202091,0.5240438380675464,5.995536564497511,5.240316651560931,0.5240438380675464,0.7505205656186413,0.9158662213744775,0.08115821276105004,M1,occurrence,427172,0.31786025301283793,4.926592268187106,5.499224363103705
